date,congestion_index,traffic_volume,average_speed,is_outlier,year,month,day,dayofweek,is_weekend,is_holiday,season
2021-04-16,67.43188029431103,2744.4214087921805,28.219071032259937,False,2021,4,16,4,0,0,dry
2021-04-17,54.64293528194754,2618.759877717182,24.051231727979978,False,2021,4,17,5,1,0,dry
2021-04-18,64.50879016225589,2822.6576288778915,24.19978932502719,False,2021,4,18,6,1,0,dry
2021-04-19,58.46686574517692,3383.156099509816,24.08257076473932,False,2021,4,19,0,0,0,dry
2021-04-20,59.23629725185955,2858.004807098512,27.159693066530753,False,2021,4,20,1,0,0,dry
2021-04-21,62.801708894737224,2720.1224057826466,24.786366382269108,False,2021,4,21,2,0,0,dry
2021-04-22,53.755203355142825,2965.42470428408,27.985717204414293,False,2021,4,22,3,0,0,dry
2021-04-23,61.21928804130005,2875.7547567532365,17.778894776314125,False,2021,4,23,4,0,0,dry
2021-04-24,60.075168262996215,2861.306114748296,23.61255220195001,False,2021,4,24,5,1,0,dry
2021-04-25,61.638092580634684,2896.645206460952,22.646409974441287,False,2021,4,25,6,1,0,dry
2021-04-26,60.55188952048126,3184.4901019941735,25.098191887053503,False,2021,4,26,0,0,0,dry
2021-04-27,71.31005872280132,2544.829053632222,24.096937345404744,False,2021,4,27,1,0,0,dry
2021-04-28,55.76969298609251,2863.4782025827635,27.949749558641166,False,2021,4,28,2,0,0,dry
2021-04-29,56.225588451285844,2581.14097079254,19.82466229049879,False,2021,4,29,3,0,0,dry
2021-04-30,55.684419407611536,2875.106190460511,25.386963708321762,False,2021,4,30,4,0,0,dry
2021-05-01,55.93967759129195,2577.7745933155775,26.774722605344518,False,2021,5,1,5,1,1,dry
2021-05-02,55.44448564396652,2675.4692756939567,30.52033176247066,False,2021,5,2,6,1,0,dry
2021-05-03,64.48830435303603,2697.278668077367,23.35726396516442,False,2021,5,3,0,0,0,dry
2021-05-04,65.5550118134799,2948.7380610748605,25.629650230247755,False,2021,5,4,1,0,0,dry
2021-05-05,55.505523325438986,2934.468532614074,19.09998203946571,False,2021,5,5,2,0,0,dry
2021-05-06,54.10176412171795,2498.762784327896,17.19262414431175,False,2021,5,6,3,0,0,dry
2021-05-07,60.522458296391186,2755.9482376337446,26.761406961827834,False,2021,5,7,4,0,0,dry
2021-05-08,55.30368424180459,2600.028012946449,24.070704670420003,False,2021,5,8,5,1,0,dry
2021-05-09,61.12648772660371,2487.153876999718,27.48497737290678,False,2021,5,9,6,1,0,dry
2021-05-10,58.87111365504365,2692.2915464387406,19.693077300465728,False,2021,5,10,0,0,0,dry
2021-05-11,50.17011983868426,2670.7686547189487,25.23867230671278,False,2021,5,11,1,0,0,dry
2021-05-12,65.37641213455574,3214.509881106267,29.152972389336057,False,2021,5,12,2,0,0,dry
2021-05-13,66.5060566407977,2812.392013331742,24.67510097809131,False,2021,5,13,3,0,0,dry
2021-05-14,54.34827665606404,2446.8431031037317,24.11714494109784,False,2021,5,14,4,0,0,dry
2021-05-15,55.357067741184956,2605.912465391758,23.186474026226943,False,2021,5,15,5,1,0,dry
2021-05-16,58.60609609038415,2919.5797331886683,18.323593372653548,False,2021,5,16,6,1,0,dry
2021-05-17,58.72812005100692,3129.3636376061386,26.980452024486453,False,2021,5,17,0,0,0,dry
2021-05-18,60.22553363223394,2390.787705618502,20.9607555850462,False,2021,5,18,1,0,0,dry
2021-05-19,66.85875678860191,2328.247145815296,24.188509053013266,False,2021,5,19,2,0,0,dry
2021-05-20,55.795902504665094,3074.612194338417,17.86985768157264,False,2021,5,20,3,0,0,dry
2021-05-21,52.5600773493986,2774.4697426369066,18.906687865749863,False,2021,5,21,4,0,0,dry
2021-05-22,49.52395099229302,2518.9578675956964,26.638674004665127,False,2021,5,22,5,1,0,dry
2021-05-23,52.632977946248744,2795.5546616032375,21.182121663390195,False,2021,5,23,6,1,0,dry
2021-05-24,55.9872111352643,2157.4358321856234,26.476775869822387,False,2021,5,24,0,0,0,dry
2021-05-25,64.98902994983818,2681.162320286909,21.77751429396081,False,2021,5,25,1,0,0,dry
2021-05-26,53.28979602774386,2741.8998102563587,16.38413673737695,False,2021,5,26,2,0,0,dry
2021-05-27,56.85666243723774,2856.985708278863,24.48605393251436,False,2021,5,27,3,0,0,dry
2021-05-28,55.513778143738016,2465.097588264546,19.94262217498815,False,2021,5,28,4,0,0,dry
2021-05-29,61.39437075264695,2680.7095638428677,23.7132693883734,False,2021,5,29,5,1,0,dry
2021-05-30,67.94196261098743,2474.1340892366625,21.600223373691932,False,2021,5,30,6,1,0,dry
2021-05-31,52.50628004555693,2705.8954684396194,16.805135357161355,False,2021,5,31,0,0,0,dry
2021-06-01,52.56522092186665,2471.3032795611275,21.839811752479648,False,2021,6,1,1,0,0,rainy
2021-06-02,60.08353145643228,2564.2616443005636,27.8505983903476,False,2021,6,2,2,0,0,rainy
2021-06-03,58.12105252487019,2442.184773344113,22.65847912598484,False,2021,6,3,3,0,0,rainy
2021-06-04,63.79260356376476,2766.999256417269,20.927170976636845,False,2021,6,4,4,0,0,rainy
2021-06-05,57.32482877013477,2803.845858636482,24.24859627052836,False,2021,6,5,5,1,0,rainy
2021-06-06,52.45354294576024,2580.575987999383,21.580073496695356,False,2021,6,6,6,1,0,rainy
2021-06-07,57.04683374161776,2630.4543866366917,21.50485511108111,False,2021,6,7,0,0,0,rainy
2021-06-08,59.47942066947921,2328.358800070231,17.53226478633659,False,2021,6,8,1,0,0,rainy
2021-06-09,57.87949055802648,2553.3770599598324,21.4422963054303,False,2021,6,9,2,0,0,rainy
2021-06-10,56.15350746283416,2598.4731958105813,23.7834381175057,False,2021,6,10,3,0,0,rainy
2021-06-11,58.7894965746531,3127.8423120072152,18.108039626291287,False,2021,6,11,4,0,0,rainy
2021-06-12,59.14056277447367,2376.4291395125265,24.831612375398855,False,2021,6,12,5,1,0,rainy
2021-06-13,60.04186536454591,2886.767560031236,20.227703499650307,False,2021,6,13,6,1,0,rainy
2021-06-14,56.210677630683115,2788.385600475209,17.787023916831828,False,2021,6,14,0,0,0,rainy
2021-06-15,51.9667163504079,2640.1964834577925,23.39356933416329,False,2021,6,15,1,0,0,rainy
2021-06-16,53.3702233594467,2930.823744657429,19.49347553587276,False,2021,6,16,2,0,0,rainy
2021-06-17,58.502766637351144,2648.5277486656532,22.588446405214263,False,2021,6,17,3,0,0,rainy
2021-06-18,48.21837834736995,2646.9235402027693,19.39354073089177,False,2021,6,18,4,0,0,rainy
2021-06-19,53.97857569876248,2553.4321440284302,20.05113664163847,False,2021,6,19,5,1,0,rainy
2021-06-20,50.00003483629898,2803.7156434217986,21.675989009386555,False,2021,6,20,6,1,0,rainy
2021-06-21,51.94138997192971,2773.2238224798452,21.035598235033923,False,2021,6,21,0,0,0,rainy
2021-06-22,58.02032944242167,2423.706646382313,14.146825329728216,False,2021,6,22,1,0,0,rainy
2021-06-23,52.413487309298276,2279.8903201562093,16.74312674001316,False,2021,6,23,2,0,0,rainy
2021-06-24,51.51966451530657,2498.0283257566434,22.871456755379548,False,2021,6,24,3,0,0,rainy
2021-06-25,44.31730936631736,2373.4899892569792,19.66612442893358,False,2021,6,25,4,0,0,rainy
2021-06-26,54.67663532830811,2515.6561100220893,18.473592367540984,False,2021,6,26,5,1,0,rainy
2021-06-27,54.00128569804003,2770.703570706867,15.954266254977426,False,2021,6,27,6,1,0,rainy
2021-06-28,61.41840639018521,2426.6036521923797,16.778935691453867,False,2021,6,28,0,0,0,rainy
2021-06-29,48.89133115528031,2504.341993639044,13.943862929091859,False,2021,6,29,1,0,0,rainy
2021-06-30,51.35393604059104,2519.3500790298194,19.699491358790294,False,2021,6,30,2,0,0,rainy
2021-07-01,51.33298838744068,2672.268275507664,18.205057667094202,False,2021,7,1,3,0,0,rainy
2021-07-02,57.80119642993048,2048.0400341364725,17.1006067358814,False,2021,7,2,4,0,0,rainy
2021-07-03,49.26533793579391,2370.9144089788006,19.79896323939103,False,2021,7,3,5,1,0,rainy
2021-07-04,50.964885298806415,2529.350068554536,21.101170741535917,False,2021,7,4,6,1,0,rainy
2021-07-05,52.43734977492479,2721.951808075635,26.297738451911243,False,2021,7,5,0,0,0,rainy
2021-07-06,50.15918082344716,2378.40356672872,15.494338042060209,False,2021,7,6,1,0,0,rainy
2021-07-07,46.82246442907537,2096.3284338464655,23.522929405756813,False,2021,7,7,2,0,0,rainy
2021-07-08,49.853859893274596,2590.4445870567192,22.981838878683433,False,2021,7,8,3,0,0,rainy
2021-07-09,54.08067697477304,2334.3030689990997,17.745948582877,False,2021,7,9,4,0,0,rainy
2021-07-10,43.409431533745945,2218.3269091059656,20.71656582405443,False,2021,7,10,5,1,0,rainy
2021-07-11,49.03677824134922,2326.2888181758003,18.760520923070583,False,2021,7,11,6,1,0,rainy
2021-07-12,44.701730068048526,2409.1649527511618,20.71997280352012,False,2021,7,12,0,0,0,rainy
2021-07-13,54.008504246688446,2320.0492001542843,24.722701436597333,False,2021,7,13,1,0,0,rainy
2021-07-14,40.24885632168317,1994.8305139482475,22.047433770122122,False,2021,7,14,2,0,0,rainy
2021-07-15,44.90233406133594,2610.3215383082434,21.794641747367702,False,2021,7,15,3,0,0,rainy
2021-07-16,49.41583757051326,2680.868354111464,19.018973782892004,False,2021,7,16,4,0,0,rainy
2021-07-17,55.190965218891634,2551.204750449499,15.90168824831456,False,2021,7,17,5,1,0,rainy
2021-07-18,46.868941942642905,2188.393663355272,19.77526847178133,False,2021,7,18,6,1,0,rainy
2021-07-19,44.25687417379912,2370.68784742845,24.07015691603919,False,2021,7,19,0,0,0,rainy
2021-07-20,56.27471493784467,2404.7636246733596,15.921318002316744,False,2021,7,20,1,0,0,rainy
2021-07-21,39.465845675673464,2520.9363332450225,17.392856807127927,False,2021,7,21,2,0,0,rainy
2021-07-22,35.54984709019225,2529.984403942396,20.995029291293566,False,2021,7,22,3,0,0,rainy
2021-07-23,48.58293494296902,2244.6511210253716,17.72314351371307,False,2021,7,23,4,0,0,rainy
2021-07-24,43.7126492261973,2403.0867217215227,18.363181886715864,False,2021,7,24,5,1,0,rainy
2021-07-25,40.95793314778177,2473.3789979261087,19.53634455762936,False,2021,7,25,6,1,0,rainy
2021-07-26,49.44822264834056,2668.357676784667,16.779400207722276,False,2021,7,26,0,0,0,rainy
2021-07-27,46.96900016916047,2513.4012059740785,18.025702562436912,False,2021,7,27,1,0,0,rainy
2021-07-28,42.7744190028114,2525.655702169955,23.132849815019593,False,2021,7,28,2,0,0,rainy
2021-07-29,39.039411071560934,2379.9933175333344,17.177614888960345,False,2021,7,29,3,0,0,rainy
2021-07-30,49.65069156466208,2640.7439767385417,16.38590334695695,False,2021,7,30,4,0,0,rainy
2021-07-31,48.38827881870641,2436.0707470592924,19.371854025287508,False,2021,7,31,5,1,0,rainy
2021-08-01,44.49170254664534,2177.409873931553,23.54279396389747,False,2021,8,1,6,1,0,rainy
2021-08-02,54.072561070079814,2625.8552767202827,20.84372461699929,False,2021,8,2,0,0,0,rainy
2021-08-03,39.34227568674992,2480.361640059226,20.130847536724822,False,2021,8,3,1,0,0,rainy
2021-08-04,36.91996975996979,2247.819064212108,21.750279340369087,False,2021,8,4,2,0,0,rainy
2021-08-05,40.944567026492,2236.224627797098,16.47517682967601,False,2021,8,5,3,0,0,rainy
2021-08-06,44.03434723917927,2387.1834286568546,23.2939680946443,False,2021,8,6,4,0,0,rainy
2021-08-07,45.33884472368873,2416.301383365775,23.060135150461452,False,2021,8,7,5,1,0,rainy
2021-08-08,42.77757907846914,2358.9712341587647,20.78428084884918,False,2021,8,8,6,1,0,rainy
2021-08-09,45.60743098293822,2377.6763546995794,25.134722977083985,False,2021,8,9,0,0,0,rainy
2021-08-10,37.45467473308945,2651.3626305365265,18.8415402334046,False,2021,8,10,1,0,0,rainy
2021-08-11,50.79827588800066,2521.6922164760076,25.717138786759122,False,2021,8,11,2,0,0,rainy
2021-08-12,43.0376805359463,2341.580211090279,22.908547856058952,False,2021,8,12,3,0,0,rainy
2021-08-13,48.9058405158053,2487.8429568894367,21.549302831651875,False,2021,8,13,4,0,0,rainy
2021-08-14,44.90589263711836,2089.263196451387,22.615438377759272,False,2021,8,14,5,1,0,rainy
2021-08-15,45.35095382689915,2371.601041923269,22.471534207028554,False,2021,8,15,6,1,0,rainy
2021-08-16,45.793000300089254,2650.186186914469,26.574581906608543,False,2021,8,16,0,0,0,rainy
2021-08-17,45.061773663326974,2241.0877468187373,19.80620036161822,False,2021,8,17,1,0,0,rainy
2021-08-18,45.91803825847287,2111.6059480502377,20.873248066314076,False,2021,8,18,2,0,0,rainy
2021-08-19,49.2335425421762,2147.215619026809,26.396309100542123,False,2021,8,19,3,0,0,rainy
2021-08-20,43.45593757318727,2056.2733442719195,21.629379347467932,False,2021,8,20,4,0,0,rainy
2021-08-21,45.90613266003714,2113.8810345372967,26.248118099699266,False,2021,8,21,5,1,0,rainy
2021-08-22,41.802481114893446,2193.433167871882,28.777273837152656,False,2021,8,22,6,1,0,rainy
2021-08-23,49.344087526460214,1983.191639640657,22.607900886550077,False,2021,8,23,0,0,0,rainy
2021-08-24,38.656209851877506,2264.2688076551362,25.993526283237404,False,2021,8,24,1,0,0,rainy
2021-08-25,50.93990270134465,2438.5114508610463,20.626308707344617,False,2021,8,25,2,0,0,rainy
2021-08-26,41.63382973231912,2073.487348536841,26.491283728686156,False,2021,8,26,3,0,0,rainy
2021-08-27,34.582582502170666,2555.9505251111814,24.966764715211106,False,2021,8,27,4,0,0,rainy
2021-08-28,42.28126728036759,2351.380773879928,25.930685263633443,False,2021,8,28,5,1,0,rainy
2021-08-29,38.14225113909496,2452.5413999188922,22.71955820108404,False,2021,8,29,6,1,0,rainy
2021-08-30,45.65999604744535,2112.1364383046243,19.81931163174334,False,2021,8,30,0,0,0,rainy
2021-08-31,38.10545882298892,2411.9624069983493,26.460145647033315,False,2021,8,31,1,0,0,rainy
2021-09-01,39.05201964683288,2020.1013243081406,18.909503878271046,False,2021,9,1,2,0,0,rainy
2021-09-02,31.75217430553699,2414.045838975241,24.29843780260189,False,2021,9,2,3,0,0,rainy
2021-09-03,38.85789517745969,2267.9506711698587,28.226218204738856,False,2021,9,3,4,0,0,rainy
2021-09-04,28.92221045950614,2341.898456776484,26.13191142657296,False,2021,9,4,5,1,0,rainy
2021-09-05,33.04692785932454,1993.8743381776248,31.55610855524458,False,2021,9,5,6,1,0,rainy
2021-09-06,44.69602697977932,2047.8046425164139,28.94254137991629,False,2021,9,6,0,0,0,rainy
2021-09-07,44.75316453266022,2344.170555832859,24.06287669219772,False,2021,9,7,1,0,0,rainy
2021-09-08,42.88438058699389,2033.0431824972316,26.265047936887726,False,2021,9,8,2,0,0,rainy
2021-09-09,35.85787997397414,2313.4240791084308,26.200662657393995,False,2021,9,9,3,0,0,rainy
2021-09-10,40.39262975633579,1945.5080348193214,21.75699515744932,False,2021,9,10,4,0,0,rainy
2021-09-11,40.55437587064296,2386.8064995162076,23.844115461365057,False,2021,9,11,5,1,0,rainy
2021-09-12,34.724560753915576,1968.9868630426467,25.145804393169335,False,2021,9,12,6,1,0,rainy
2021-09-13,47.98018154253129,2324.3556885467706,20.883140415075523,False,2021,9,13,0,0,0,rainy
2021-09-14,44.79963328300539,2337.5108416330113,27.298888531944897,False,2021,9,14,1,0,0,rainy
2021-09-15,39.26047364521019,2071.6044717448403,26.574641414419133,False,2021,9,15,2,0,0,rainy
2021-09-16,40.455051364732014,2326.023978509726,22.46941765721708,False,2021,9,16,3,0,0,rainy
2021-09-17,41.32073207344715,2260.4529936779927,28.867724700127887,False,2021,9,17,4,0,0,rainy
2021-09-18,30.031220151554862,2099.4284635717418,29.97038593010754,False,2021,9,18,5,1,0,rainy
2021-09-19,38.967976170942116,2004.4049556911116,28.67219788528829,False,2021,9,19,6,1,0,rainy
2021-09-20,36.76081324021118,1812.5968960714895,27.187811957796296,False,2021,9,20,0,0,0,rainy
2021-09-21,35.132418450887116,2274.14556447079,30.103810200234374,False,2021,9,21,1,0,0,rainy
2021-09-22,38.70772263324682,1890.436168657887,30.540107097983544,False,2021,9,22,2,0,0,rainy
2021-09-23,49.07729199431307,2221.7346206902253,29.592063643817095,False,2021,9,23,3,0,0,rainy
2021-09-24,43.2716458136609,2149.3333020033256,26.36681725274073,False,2021,9,24,4,0,0,rainy
2021-09-25,37.193051940079044,2337.29696175743,29.841600909204807,False,2021,9,25,5,1,0,rainy
2021-09-26,42.89632488923909,2140.593229575776,32.76967799917219,False,2021,9,26,6,1,0,rainy
2021-09-27,47.01760557427609,2134.735294470964,27.565028329671616,False,2021,9,27,0,0,0,rainy
2021-09-28,44.63437125871351,2346.710226182149,35.820604134172974,False,2021,9,28,1,0,0,rainy
2021-09-29,40.302689042727295,2267.1477216106164,28.12190414957476,False,2021,9,29,2,0,0,rainy
2021-09-30,36.76614952492476,2263.256193840134,29.968118079270305,False,2021,9,30,3,0,0,rainy
2021-10-01,43.49120917070605,2293.856296040848,28.025578594943454,False,2021,10,1,4,0,0,rainy
2021-10-02,41.96974190730984,1892.9550247646114,30.884973482123016,False,2021,10,2,5,1,0,rainy
2021-10-03,44.48346598774183,2351.5827326254916,25.160557731015928,False,2021,10,3,6,1,0,rainy
2021-10-04,43.1915047968542,2322.9631324560514,28.921044504555834,False,2021,10,4,0,0,0,rainy
2021-10-05,45.27451384551512,1997.4658823522539,27.45458769793507,False,2021,10,5,1,0,0,rainy
2021-10-06,37.364633980725365,2152.408206421006,31.308531143987274,False,2021,10,6,2,0,0,rainy
2021-10-07,46.64479125923211,2193.8731704062884,34.05715559316834,False,2021,10,7,3,0,0,rainy
2021-10-08,41.06577592928267,2175.4339802942736,33.18281120021153,False,2021,10,8,4,0,0,rainy
2021-10-09,50.4769794122528,2269.7922447875007,24.300424869593765,False,2021,10,9,5,1,0,rainy
2021-10-10,36.6805664856123,2490.068523648041,37.71180280981499,False,2021,10,10,6,1,0,rainy
2021-10-11,48.835080848305324,2421.0112005089377,32.641154726076884,False,2021,10,11,0,0,0,rainy
2021-10-12,41.17648921459715,1943.164220232236,29.595018398229293,False,2021,10,12,1,0,0,rainy
2021-10-13,36.96442656687119,2331.059495609513,32.564530216603295,False,2021,10,13,2,0,0,rainy
2021-10-14,37.839566278004185,2473.5565273553557,32.789726322590944,False,2021,10,14,3,0,0,rainy
2021-10-15,38.69762424051332,2286.3425275823884,30.427951070104644,False,2021,10,15,4,0,0,rainy
2021-10-16,42.463430355461036,2428.474103740737,33.18886797272423,False,2021,10,16,5,1,0,rainy
2021-10-17,43.002879601454495,2614.115153978463,30.93855286811377,False,2021,10,17,6,1,0,rainy
2021-10-18,37.56915171438805,2417.871461243825,31.712917378263413,False,2021,10,18,0,0,0,rainy
2021-10-19,40.36766187574355,2264.5447642397994,31.03133253648421,False,2021,10,19,1,0,0,rainy
2021-10-20,51.25538791878789,2425.3387785888076,28.955406977900832,False,2021,10,20,2,0,0,rainy
2021-10-21,49.2391552710846,2247.0207492368095,33.85321710232469,False,2021,10,21,3,0,0,rainy
2021-10-22,42.8432460601409,2224.6294400101133,35.33288069788024,False,2021,10,22,4,0,0,rainy
2021-10-23,40.914600555049034,2151.4546477834947,35.281847936133815,False,2021,10,23,5,1,0,rainy
2021-10-24,41.39044375642496,2536.3912854514315,36.356080253213584,False,2021,10,24,6,1,0,rainy
2021-10-25,43.926309981798745,2062.0758703559995,35.02727791364457,False,2021,10,25,0,0,0,rainy
2021-10-26,35.81589904598161,2534.369401094832,32.61283221331018,False,2021,10,26,1,0,0,rainy
2021-10-27,39.71680861636084,2330.0835638524013,36.88550391285419,False,2021,10,27,2,0,0,rainy
2021-10-28,32.73726616601656,1952.5443611017472,30.44816941979722,False,2021,10,28,3,0,0,rainy
2021-10-29,43.15544051359275,2308.309605615275,31.971578024042557,False,2021,10,29,4,0,0,rainy
2021-10-30,44.47706264707126,1817.2271869264018,31.932477203342422,False,2021,10,30,5,1,0,rainy
2021-10-31,38.909504141207165,2364.864696947328,38.21530106648974,False,2021,10,31,6,1,0,rainy
2021-11-01,49.282294233692134,2419.417109115057,37.95207966370446,False,2021,11,1,0,0,0,cool
2021-11-02,35.373000769713016,2126.583681411331,36.7326927975587,False,2021,11,2,1,0,0,cool
2021-11-03,34.27194154260613,2272.5240175007734,38.63206780219522,False,2021,11,3,2,0,0,cool
2021-11-04,42.810552829141784,2641.480298840315,32.92232601933449,False,2021,11,4,3,0,0,cool
2021-11-05,47.020725980036616,2152.407693156888,36.74820828650079,False,2021,11,5,4,0,0,cool
2021-11-06,50.304247867215715,2044.7567648864713,35.46745845113417,False,2021,11,6,5,1,0,cool
2021-11-07,39.691967803908526,2555.9243540401167,38.5224554557139,False,2021,11,7,6,1,0,cool
2021-11-08,47.4839475995887,2655.2337410791256,35.773191315030644,False,2021,11,8,0,0,0,cool
2021-11-09,42.004499141788706,2266.6503790483366,35.099277064622214,False,2021,11,9,1,0,0,cool
2021-11-10,41.44271523145651,2471.4681590164896,38.01021977619823,False,2021,11,10,2,0,0,cool
2021-11-11,46.83524160264774,2540.8034405626076,39.14749746036083,False,2021,11,11,3,0,0,cool
2021-11-12,45.79189351510155,2127.4115271833566,34.64351839510246,False,2021,11,12,4,0,0,cool
2021-11-13,34.7638689854389,2182.3137260372305,36.59292087640976,False,2021,11,13,5,1,0,cool
2021-11-14,50.146261365670355,2529.0816911421734,33.72641198150476,False,2021,11,14,6,1,0,cool
2021-11-15,49.783890547919505,2623.505869057169,29.531091689212744,False,2021,11,15,0,0,0,cool
2021-11-16,39.87760322193587,2402.7386739193767,37.748112754670785,False,2021,11,16,1,0,0,cool
2021-11-17,45.10848999495036,2117.9212991324885,39.092791316449535,False,2021,11,17,2,0,0,cool
2021-11-18,45.72571474308425,2695.079136690005,38.16946396729125,False,2021,11,18,3,0,0,cool
2021-11-19,44.687022646696754,2195.3154349649235,31.649578858782586,False,2021,11,19,4,0,0,cool
2021-11-20,40.762178620423086,2238.383575455215,36.55849429637832,False,2021,11,20,5,1,0,cool
2021-11-21,40.28756015140796,2377.837876630871,31.066522564838394,False,2021,11,21,6,1,0,cool
2021-11-22,43.651762160634085,2624.2180596106946,41.93890435973317,False,2021,11,22,0,0,0,cool
2021-11-23,49.778876395145545,2488.2521342759064,34.67755234316721,False,2021,11,23,1,0,0,cool
2021-11-24,46.77073390336451,2404.555093984153,41.80549044670789,False,2021,11,24,2,0,0,cool
2021-11-25,42.33892560503147,2418.4176239874814,40.97806986613462,False,2021,11,25,3,0,0,cool
2021-11-26,48.191475990330545,2338.6924068413578,35.537458999967356,False,2021,11,26,4,0,0,cool
2021-11-27,30.23293376517342,2445.8973089534156,34.93720286458247,False,2021,11,27,5,1,0,cool
2021-11-28,50.363776786477516,1832.6864329996492,39.48052602270684,False,2021,11,28,6,1,0,cool
2021-11-29,36.06727503245399,2283.6538259763747,35.987803099463875,False,2021,11,29,0,0,0,cool
2021-11-30,43.10108585446328,2395.6631038277246,38.91706408536456,False,2021,11,30,1,0,0,cool
2021-12-01,39.46389502526949,2121.664518228105,37.247411121045346,False,2021,12,1,2,0,0,cool
2021-12-02,38.73925422023756,2433.6445115275747,33.43612560361196,False,2021,12,2,3,0,0,cool
2021-12-03,51.16863122786409,2320.04067453192,32.169302157968005,False,2021,12,3,4,0,0,cool
2021-12-04,43.179200576036436,2716.6263371409746,39.619238710676356,False,2021,12,4,5,1,0,cool
2021-12-05,47.40476348314926,2684.7712672778416,37.33034360232696,False,2021,12,5,6,1,1,cool
2021-12-06,45.59346107948093,2281.680805392673,37.42890692265264,False,2021,12,6,0,0,0,cool
2021-12-07,48.37032424405585,2349.386060924868,41.24623439995422,False,2021,12,7,1,0,0,cool
2021-12-08,46.527475392865185,2369.5114650052383,42.7467223183022,False,2021,12,8,2,0,0,cool
2021-12-09,39.88779345015039,2298.7507419008725,38.473779949946305,False,2021,12,9,3,0,0,cool
2021-12-10,51.444572875471984,2432.902160152714,38.3318833724019,False,2021,12,10,4,0,0,cool
2021-12-11,44.15598808825229,2247.0867163442476,40.91360227447012,False,2021,12,11,5,1,0,cool
2021-12-12,39.00439388977759,2177.496034504785,35.39907082166202,False,2021,12,12,6,1,0,cool
2021-12-13,44.81021194860753,2533.0658773831665,40.19323492154706,False,2021,12,13,0,0,0,cool
2021-12-14,54.61897462436548,2539.36118698018,41.23050979901686,False,2021,12,14,1,0,0,cool
2021-12-15,51.53152713522642,2257.5494008077703,41.663781399794374,False,2021,12,15,2,0,0,cool
2021-12-16,45.70320637679883,2602.465097617664,33.85822002854538,False,2021,12,16,3,0,0,cool
2021-12-17,45.86698381834835,2302.0826243651486,37.42693470940269,False,2021,12,17,4,0,0,cool
2021-12-18,46.17260961387142,2484.0565937063466,37.11585556410155,False,2021,12,18,5,1,0,cool
2021-12-19,58.332694919118,2602.537452561905,40.08706166289679,False,2021,12,19,6,1,0,cool
2021-12-20,50.0274101627253,2436.8094741062837,41.26348979798395,False,2021,12,20,0,0,0,cool
2021-12-21,50.43727679414058,2539.560239173784,44.34233228989855,False,2021,12,21,1,0,0,cool
2021-12-22,53.60832906351641,2350.421425023201,38.39533021553276,False,2021,12,22,2,0,0,cool
2021-12-23,49.821158073999925,2419.523051680401,38.41260702639459,False,2021,12,23,3,0,0,cool
2021-12-24,47.50270882190295,2422.765700354126,43.376503281213644,False,2021,12,24,4,0,0,cool
2021-12-25,47.987233780100745,2319.7538214577216,40.83643901470612,False,2021,12,25,5,1,0,cool
2021-12-26,48.7823457155552,2438.855727755609,43.76593628291,False,2021,12,26,6,1,0,cool
2021-12-27,49.125864549427575,2169.635612186554,40.842487062095366,False,2021,12,27,0,0,0,cool
2021-12-28,53.121951045952365,2386.283350404603,36.51531830674495,False,2021,12,28,1,0,0,cool
2021-12-29,49.91551331280904,2432.698417839242,35.99468894306363,False,2021,12,29,2,0,0,cool
2021-12-30,53.49106682451955,2443.6000426541736,35.34398164491438,False,2021,12,30,3,0,0,cool
2021-12-31,49.59641709945708,2451.700510825844,41.986155504275416,False,2021,12,31,4,0,1,cool
2022-01-01,50.565309513138786,2492.811166874724,43.56430886135219,False,2022,1,1,5,1,1,cool
2022-01-02,40.353212693566896,2606.214787104036,45.54216043155619,False,2022,1,2,6,1,0,cool
2022-01-03,55.09783504574492,2690.38931499348,42.51598415985448,False,2022,1,3,0,0,0,cool
2022-01-04,52.420466647513166,2390.6876826710427,43.464818785670815,False,2022,1,4,1,0,0,cool
2022-01-05,55.849698536672726,2285.149268543405,38.222932751385024,False,2022,1,5,2,0,0,cool
2022-01-06,36.5497400835059,2322.5216267856094,36.477460748883644,False,2022,1,6,3,0,0,cool
2022-01-07,61.64395397289716,2438.62182923082,42.47772522183006,False,2022,1,7,4,0,0,cool
2022-01-08,50.67483958035676,2470.7993680706772,41.15836677804043,False,2022,1,8,5,1,0,cool
2022-01-09,57.084002290330375,2392.2934329597924,40.20255977965966,False,2022,1,9,6,1,0,cool
2022-01-10,46.5134018061871,2292.164610404464,41.014315509459585,False,2022,1,10,0,0,0,cool
2022-01-11,54.94613662374526,2465.243847458135,40.79081250605463,False,2022,1,11,1,0,0,cool
2022-01-12,46.78396718281791,2597.81667398338,43.638851379229834,False,2022,1,12,2,0,0,cool
2022-01-13,49.10037032656262,2685.582347068362,43.63560207702282,False,2022,1,13,3,0,0,cool
2022-01-14,61.956884429393426,2460.1172191801206,41.34366157585055,False,2022,1,14,4,0,0,cool
2022-01-15,51.60012094734516,2494.00642410617,42.20588675374155,False,2022,1,15,5,1,0,cool
2022-01-16,53.80674594123968,2396.24778549077,41.16527843181581,False,2022,1,16,6,1,0,cool
2022-01-17,57.23516298224987,2580.2568957892277,38.191342687446536,False,2022,1,17,0,0,0,cool
2022-01-18,55.52762168642588,2421.790640558723,41.7934697820434,False,2022,1,18,1,0,0,cool
